Uni,Caseload,Uni_Rate,Labour_Market_Region,Education_level,Year
1,13,8.73,MELTON,EDU_LVL_YR_10_13,2013
1,1,1.82,MILDURA,EDU_LVL_YR_10_13,2013
1,5,9.08,MILDURA,EDU_LVL_YR_10_13,2013
1,2,4.67,MITCHELL,EDU_LVL_YR_10_13,2013
1,1,9.56,STRATHBOGIE,EDU_LVL_YR_10_13,2013
1,3,1.52,MONASH,EDU_LVL_YR_10_13,2013
1,3,1.52,MONASH,EDU_LVL_YR_10_13,2013
1,2,1.59,MOONEE VALLEY,EDU_LVL_YR_10_13,2013
1,6,4.78,MOONEE VALLEY,EDU_LVL_YR_10_13,2013
1,1,4.45,GOLDEN PLAINS,EDU_LVL_YR_10_13,2013
1,5,31.91,HEPBURN,EDU_LVL_YR_10_13,2013
1,2,5.98,MOORABOOL,EDU_LVL_YR_10_13,2013
1,4,2.27,MORELAND,EDU_LVL_YR_10_13,2013
1,8,4.53,MORELAND,EDU_LVL_YR_10_13,2013
1,7,4.29,MORNINGTON PENINSULA,EDU_LVL_YR_10_13,2013
1,2,3.09,NILLUMBIK,EDU_LVL_YR_10_13,2013
1,3,26.09,NORTHERN GRAMPIANS,EDU_LVL_YR_10_13,2013
1,1,14.99,YARRIAMBIACK,EDU_LVL_YR_10_13,2013
1,1,0.91,PORT PHILLIP,EDU_LVL_YR_10_13,2013
1,11,9.96,PORT PHILLIP,EDU_LVL_YR_10_13,2013
1,1,5.09,GLENELG,EDU_LVL_YR_10_13,2013
1,1,6.23,SOUTHERN GRAMPIANS,EDU_LVL_YR_10_13,2013
1,2,1.75,STONNINGTON,EDU_LVL_YR_10_13,2013
1,7,6.13,STONNINGTON,EDU_LVL_YR_10_13,2013
1,2,9.33,COLAC OTWAY,EDU_LVL_YR_10_13,2013
1,1,3.19,SURF COAST,EDU_LVL_YR_10_13,2013
1,1,9.47,GANNAWARRA,EDU_LVL_YR_10_13,2013
1,2,6.79,MOIRA,EDU_LVL_YR_10_13,2013
1,1,3.39,MOIRA,EDU_LVL_YR_10_13,2013
1,2,6.94,WANGARATTA,EDU_LVL_YR_10_13,2013
1,1,6.22,CORANGAMITE,EDU_LVL_YR_10_13,2013
1,3,8.68,WARRNAMBOOL,EDU_LVL_YR_10_13,2013
1,1,2.89,WARRNAMBOOL,EDU_LVL_YR_10_13,2013
1,8,4.61,WHITEHORSE,EDU_LVL_YR_10_13,2013
1,5,2.88,WHITEHORSE,EDU_LVL_YR_10_13,2013
1,1,0.46,WHITTLESEA,EDU_LVL_YR_10_13,2013
1,8,3.7,WHITTLESEA,EDU_LVL_YR_10_13,2013
1,4,9.86,WODONGA,EDU_LVL_YR_10_13,2013
1,5,2.07,WYNDHAM,EDU_LVL_YR_10_13,2013
1,4,4.15,YARRA,EDU_LVL_YR_10_13,2013
1,6,6.23,YARRA,EDU_LVL_YR_10_13,2013
1,5,3.19,YARRA RANGES,EDU_LVL_YR_10_13,2013
1,4,2.55,YARRA RANGES,EDU_LVL_YR_10_13,2013
1,27,25.63,BALLARAT,EDU_LVL_YR_10_13,2013
1,7,6.65,BALLARAT,EDU_LVL_YR_10_13,2013
1,1,13.61,PYRENEES,EDU_LVL_YR_10_13,2013
1,25,19.33,BANYULE,EDU_LVL_YR_10_13,2013
1,2,1.55,BANYULE,EDU_LVL_YR_10_13,2013
1,6,17.53,BASS COAST,EDU_LVL_YR_10_13,2013
1,3,5.96,BAW BAW,EDU_LVL_YR_10_13,2013
1,1,7.06,MURRINDINDI,EDU_LVL_YR_10_13,2013
1,14,12.32,GREATER BENDIGO,EDU_LVL_YR_10_13,2013
1,3,2.64,GREATER BENDIGO,EDU_LVL_YR_10_13,2013
1,31,17.28,BOROONDARA,EDU_LVL_YR_10_13,2013
1,2,1.11,BOROONDARA,EDU_LVL_YR_10_13,2013
1,193,92.59,BRIMBANK,EDU_LVL_YR_10_13,2013
1,30,14.39,BRIMBANK,EDU_LVL_YR_10_13,2013
1,1,2.67,CAMPASPE,EDU_LVL_YR_10_13,2013
1,13,12.68,CARDINIA,EDU_LVL_YR_10_13,2013
1,2,1.95,CARDINIA,EDU_LVL_YR_10_13,2013
1,104,31.77,CASEY,EDU_LVL_YR_10_13,2013
1,14,4.28,CASEY,EDU_LVL_YR_10_13,2013
1,2,15.3,CENTRAL GOLDFIELDS,EDU_LVL_YR_10_13,2013
1,76,47.93,DAREBIN,EDU_LVL_YR_10_13,2013
1,13,8.2,DAREBIN,EDU_LVL_YR_10_13,2013
1,2,4.35,EAST GIPPSLAND,EDU_LVL_YR_10_13,2013
1,55,39.09,FRANKSTON,EDU_LVL_YR_10_13,2013
1,5,3.55,FRANKSTON,EDU_LVL_YR_10_13,2013
1,62,25.33,GREATER GEELONG,EDU_LVL_YR_10_13,2013
1,5,2.04,GREATER GEELONG,EDU_LVL_YR_10_13,2013
1,18,17.3,BAYSIDE,EDU_LVL_YR_10_13,2013
1,3,2.88,BAYSIDE,EDU_LVL_YR_10_13,2013
1,27,17.79,GLEN EIRA,EDU_LVL_YR_10_13,2013
1,5,3.29,GLEN EIRA,EDU_LVL_YR_10_13,2013
1,135,82.24,GREATER DANDENONG,EDU_LVL_YR_10_13,2013
1,17,10.36,GREATER DANDENONG,EDU_LVL_YR_10_13,2013
1,5,7.62,GREATER SHEPPARTON,EDU_LVL_YR_10_13,2013
1,31,32.64,HOBSONS BAY,EDU_LVL_YR_10_13,2013
1,3,3.16,HOBSONS BAY,EDU_LVL_YR_10_13,2013
1,1,5.04,HORSHAM,EDU_LVL_YR_10_13,2013
1,60,27.79,HUME,EDU_LVL_YR_10_13,2013
1,12,5.56,HUME,EDU_LVL_YR_10_13,2013
1,47,29.18,KINGSTON,EDU_LVL_YR_10_13,2013
1,6,3.72,KINGSTON,EDU_LVL_YR_10_13,2013
1,47,29.18,KINGSTON,EDU_LVL_YR_10_13,2013
1,6,3.72,KINGSTON,EDU_LVL_YR_10_13,2013
1,42,25.91,KNOX,EDU_LVL_YR_10_13,2013
1,6,3.7,KNOX,EDU_LVL_YR_10_13,2013
1,34,45.57,LATROBE,EDU_LVL_YR_10_13,2013
1,34,45.57,LATROBE,EDU_LVL_YR_10_13,2013
1,5,6.7,LATROBE,EDU_LVL_YR_10_13,2013
1,5,6.7,LATROBE,EDU_LVL_YR_10_13,2013
1,3,6.19,MACEDON RANGES,EDU_LVL_YR_10_13,2013
1,4,20.86,MOUNT ALEXANDER,EDU_LVL_YR_10_13,2013
1,5,26.08,MOUNT ALEXANDER,EDU_LVL_YR_10_13,2013
1,24,19.27,MANNINGHAM,EDU_LVL_YR_10_13,2013
1,2,1.61,MANNINGHAM,EDU_LVL_YR_10_13,2013
1,81,90.3,MARIBYRNONG,EDU_LVL_YR_10_13,2013
1,21,23.41,MARIBYRNONG,EDU_LVL_YR_10_13,2013
1,26,22.32,MAROONDAH,EDU_LVL_YR_10_13,2013
1,8,6.87,MAROONDAH,EDU_LVL_YR_10_13,2013
1,259,161.88,MELBOURNE,EDU_LVL_YR_10_13,2013
1,45,28.13,MELBOURNE,EDU_LVL_YR_10_13,2013
1,63,42.31,MELTON,EDU_LVL_YR_10_13,2013
1,6,4.03,MELTON,EDU_LVL_YR_10_13,2013
1,8,14.53,MILDURA,EDU_LVL_YR_10_13,2013
1,5,11.68,MITCHELL,EDU_LVL_YR_10_13,2013
1,2,4.67,MITCHELL,EDU_LVL_YR_10_13,2013
1,88,44.72,MONASH,EDU_LVL_YR_10_13,2013
1,6,3.05,MONASH,EDU_LVL_YR_10_13,2013
1,66,52.62,MOONEE VALLEY,EDU_LVL_YR_10_13,2013
1,9,7.18,MOONEE VALLEY,EDU_LVL_YR_10_13,2013
1,2,12.76,HEPBURN,EDU_LVL_YR_10_13,2013
1,1,2.99,MOORABOOL,EDU_LVL_YR_10_13,2013
1,53,30.01,MORELAND,EDU_LVL_YR_10_13,2013
1,6,3.4,MORELAND,EDU_LVL_YR_10_13,2013
1,22,13.48,MORNINGTON PENINSULA,EDU_LVL_YR_10_13,2013
1,1,0.61,MORNINGTON PENINSULA,EDU_LVL_YR_10_13,2013
1,7,10.82,NILLUMBIK,EDU_LVL_YR_10_13,2013
1,2,3.09,NILLUMBIK,EDU_LVL_YR_10_13,2013
1,61,55.26,PORT PHILLIP,EDU_LVL_YR_10_13,2013
1,7,6.34,PORT PHILLIP,EDU_LVL_YR_10_13,2013
1,2,10.18,GLENELG,EDU_LVL_YR_10_13,2013
1,1,6.23,SOUTHERN GRAMPIANS,EDU_LVL_YR_10_13,2013
1,50,43.81,STONNINGTON,EDU_LVL_YR_10_13,2013
1,5,4.38,STONNINGTON,EDU_LVL_YR_10_13,2013
1,2,9.33,COLAC OTWAY,EDU_LVL_YR_10_13,2013
1,2,6.38,SURF COAST,EDU_LVL_YR_10_13,2013
1,1,9.47,GANNAWARRA,EDU_LVL_YR_10_13,2013
1,2,9.59,SWAN HILL,EDU_LVL_YR_10_13,2013
1,1,3.47,WANGARATTA,EDU_LVL_YR_10_13,2013
1,1,6.22,CORANGAMITE,EDU_LVL_YR_10_13,2013
1,4,11.58,WARRNAMBOOL,EDU_LVL_YR_10_13,2013
1,5,11.43,WELLINGTON,EDU_LVL_YR_10_13,2013
1,5,11.43,WELLINGTON,EDU_LVL_YR_10_13,2013
1,46,26.51,WHITEHORSE,EDU_LVL_YR_10_13,2013
1,8,4.61,WHITEHORSE,EDU_LVL_YR_10_13,2013
1,69,31.88,WHITTLESEA,EDU_LVL_YR_10_13,2013
1,2,0.92,WHITTLESEA,EDU_LVL_YR_10_13,2013
1,1,6.17,INDIGO,EDU_LVL_YR_10_13,2013
1,1,2.47,WODONGA,EDU_LVL_YR_10_13,2013
1,111,45.89,WYNDHAM,EDU_LVL_YR_10_13,2013
1,21,8.68,WYNDHAM,EDU_LVL_YR_10_13,2013
1,108,112.07,YARRA,EDU_LVL_YR_10_13,2013
1,17,17.64,YARRA,EDU_LVL_YR_10_13,2013
1,16,10.19,YARRA RANGES,EDU_LVL_YR_10_13,2013
1,6,3.82,YARRA RANGES,EDU_LVL_YR_10_13,2013
1,2,1.9,BALLARAT,EDU_LVL_YR_10_13,2013
1,2,1.55,BANYULE,EDU_LVL_YR_10_13,2013
1,1,0.77,BANYULE,EDU_LVL_YR_10_13,2013
1,1,1.99,BAW BAW,EDU_LVL_YR_10_13,2013
1,1,11.46,MANSFIELD,EDU_LVL_YR_10_13,2013
1,4,2.23,BOROONDARA,EDU_LVL_YR_10_13,2013
1,3,1.44,BRIMBANK,EDU_LVL_YR_10_13,2013
1,3,1.44,BRIMBANK,EDU_LVL_YR_10_13,2013
1,1,2.67,CAMPASPE,EDU_LVL_YR_10_13,2013
1,3,2.93,CARDINIA,EDU_LVL_YR_10_13,2013
1,4,1.22,CASEY,EDU_LVL_YR_10_13,2013
1,1,0.31,CASEY,EDU_LVL_YR_10_13,2013
1,2,1.26,DAREBIN,EDU_LVL_YR_10_13,2013
1,4,2.84,FRANKSTON,EDU_LVL_YR_10_13,2013
1,1,0.41,GREATER GEELONG,EDU_LVL_YR_10_13,2013
1,2,1.92,BAYSIDE,EDU_LVL_YR_10_13,2013
1,3,1.98,GLEN EIRA,EDU_LVL_YR_10_13,2013
1,6,3.66,GREATER DANDENONG,EDU_LVL_YR_10_13,2013
1,1,0.61,GREATER DANDENONG,EDU_LVL_YR_10_13,2013
1,1,1.05,HOBSONS BAY,EDU_LVL_YR_10_13,2013
1,1,17.61,HINDMARSH,EDU_LVL_YR_10_13,2013
1,4,1.85,HUME,EDU_LVL_YR_10_13,2013
1,2,0.93,HUME,EDU_LVL_YR_10_13,2013
1,1,0.62,KINGSTON,EDU_LVL_YR_10_13,2013
1,1,0.62,KINGSTON,EDU_LVL_YR_10_13,2013
1,2,1.23,KNOX,EDU_LVL_YR_10_13,2013
1,1,0.62,KNOX,EDU_LVL_YR_10_13,2013
1,4,5.36,LATROBE,EDU_LVL_YR_10_13,2013
1,4,5.36,LATROBE,EDU_LVL_YR_10_13,2013
1,2,4.13,MACEDON RANGES,EDU_LVL_YR_10_13,2013
1,1,1.11,MARIBYRNONG,EDU_LVL_YR_10_13,2013
1,1,1.11,MARIBYRNONG,EDU_LVL_YR_10_13,2013
1,1,0.86,MAROONDAH,EDU_LVL_YR_10_13,2013
1,7,4.38,MELBOURNE,EDU_LVL_YR_10_13,2013
1,7,4.38,MELBOURNE,EDU_LVL_YR_10_13,2013
1,2,1.34,MELTON,EDU_LVL_YR_10_13,2013
1,3,2.01,MELTON,EDU_LVL_YR_10_13,2013
1,1,1.82,MILDURA,EDU_LVL_YR_10_13,2013
1,3,7.01,MITCHELL,EDU_LVL_YR_10_13,2013
1,1,2.34,MITCHELL,EDU_LVL_YR_10_13,2013
1,1,9.56,STRATHBOGIE,EDU_LVL_YR_10_13,2013
1,4,2.03,MONASH,EDU_LVL_YR_10_13,2013
1,1,0.8,MOONEE VALLEY,EDU_LVL_YR_10_13,2013
1,3,1.7,MORELAND,EDU_LVL_YR_10_13,2013
1,2,1.81,PORT PHILLIP,EDU_LVL_YR_10_13,2013
1,1,6.23,SOUTHERN GRAMPIANS,EDU_LVL_YR_10_13,2013
1,3,2.63,STONNINGTON,EDU_LVL_YR_10_13,2013
1,1,4.67,COLAC OTWAY,EDU_LVL_YR_10_13,2013
1,2,1.15,WHITEHORSE,EDU_LVL_YR_10_13,2013
1,1,0.58,WHITEHORSE,EDU_LVL_YR_10_13,2013
1,3,1.39,WHITTLESEA,EDU_LVL_YR_10_13,2013
1,1,0.46,WHITTLESEA,EDU_LVL_YR_10_13,2013
1,1,2.47,WODONGA,EDU_LVL_YR_10_13,2013
1,5,2.07,WYNDHAM,EDU_LVL_YR_10_13,2013
1,2,0.83,WYNDHAM,EDU_LVL_YR_10_13,2013
1,2,2.08,YARRA,EDU_LVL_YR_10_13,2013
1,2,1.27,YARRA RANGES,EDU_LVL_YR_10_13,2013
1,2,1.27,YARRA RANGES,EDU_LVL_YR_10_13,2013
1,11,10.44,BALLARAT,EDU_LVL_YR_10_13,2013
1,12,11.39,BALLARAT,EDU_LVL_YR_10_13,2013
1,2,1.9,BALLARAT,EDU_LVL_YR_10_13,2013
1,11,10.44,BALLARAT,EDU_LVL_YR_10_13,2013
1,28,26.58,BALLARAT,EDU_LVL_YR_10_13,2013
1,21,19.94,BALLARAT,EDU_LVL_YR_10_13,2013
1,1,13.61,PYRENEES,EDU_LVL_YR_10_13,2013
1,1,13.61,PYRENEES,EDU_LVL_YR_10_13,2013
1,3,40.83,PYRENEES,EDU_LVL_YR_10_13,2013
1,3,40.83,PYRENEES,EDU_LVL_YR_10_13,2013
1,14,10.82,BANYULE,EDU_LVL_YR_10_13,2013
1,13,10.05,BANYULE,EDU_LVL_YR_10_13,2013
1,10,7.73,BANYULE,EDU_LVL_YR_10_13,2013
1,6,4.64,BANYULE,EDU_LVL_YR_10_13,2013
1,32,24.74,BANYULE,EDU_LVL_YR_10_13,2013
1,35,27.06,BANYULE,EDU_LVL_YR_10_13,2013
1,14,40.91,BASS COAST,EDU_LVL_YR_10_13,2013
1,9,26.3,BASS COAST,EDU_LVL_YR_10_13,2013
1,3,8.77,BASS COAST,EDU_LVL_YR_10_13,2013
1,4,11.69,BASS COAST,EDU_LVL_YR_10_13,2013
1,21,61.36,BASS COAST,EDU_LVL_YR_10_13,2013
1,14,40.91,BASS COAST,EDU_LVL_YR_10_13,2013
1,4,13.73,SOUTH GIPPSLAND,EDU_LVL_YR_10_13,2013
1,8,27.47,SOUTH GIPPSLAND,EDU_LVL_YR_10_13,2013
1,4,13.73,SOUTH GIPPSLAND,EDU_LVL_YR_10_13,2013
1,2,6.87,SOUTH GIPPSLAND,EDU_LVL_YR_10_13,2013
1,10,34.34,SOUTH GIPPSLAND,EDU_LVL_YR_10_13,2013
1,8,27.47,SOUTH GIPPSLAND,EDU_LVL_YR_10_13,2013
1,20,39.71,BAW BAW,EDU_LVL_YR_10_13,2013
1,9,17.87,BAW BAW,EDU_LVL_YR_10_13,2013
1,4,7.94,BAW BAW,EDU_LVL_YR_10_13,2013
1,9,17.87,BAW BAW,EDU_LVL_YR_10_13,2013
1,35,69.49,BAW BAW,EDU_LVL_YR_10_13,2013
1,15,29.78,BAW BAW,EDU_LVL_YR_10_13,2013
1,4,28.65,BENALLA,EDU_LVL_YR_10_13,2013
1,2,14.33,BENALLA,EDU_LVL_YR_10_13,2013
1,4,28.65,BENALLA,EDU_LVL_YR_10_13,2013
1,5,35.82,BENALLA,EDU_LVL_YR_10_13,2013
1,8,57.31,BENALLA,EDU_LVL_YR_10_13,2013
1,2,22.92,MANSFIELD,EDU_LVL_YR_10_13,2013
1,1,11.46,MANSFIELD,EDU_LVL_YR_10_13,2013
1,3,34.38,MANSFIELD,EDU_LVL_YR_10_13,2013
1,3,34.38,MANSFIELD,EDU_LVL_YR_10_13,2013
1,4,45.85,MANSFIELD,EDU_LVL_YR_10_13,2013
1,2,14.12,MURRINDINDI,EDU_LVL_YR_10_13,2013
1,5,35.29,MURRINDINDI,EDU_LVL_YR_10_13,2013
1,1,7.06,MURRINDINDI,EDU_LVL_YR_10_13,2013
1,2,14.12,MURRINDINDI,EDU_LVL_YR_10_13,2013
1,4,28.23,MURRINDINDI,EDU_LVL_YR_10_13,2013
1,3,21.18,MURRINDINDI,EDU_LVL_YR_10_13,2013
1,14,12.32,GREATER BENDIGO,EDU_LVL_YR_10_13,2013
1,7,6.16,GREATER BENDIGO,EDU_LVL_YR_10_13,2013
1,6,5.28,GREATER BENDIGO,EDU_LVL_YR_10_13,2013
1,12,10.56,GREATER BENDIGO,EDU_LVL_YR_10_13,2013
1,32,28.16,GREATER BENDIGO,EDU_LVL_YR_10_13,2013
1,26,22.88,GREATER BENDIGO,EDU_LVL_YR_10_13,2013
1,11,6.13,BOROONDARA,EDU_LVL_YR_10_13,2013
1,16,8.92,BOROONDARA,EDU_LVL_YR_10_13,2013
1,1,0.56,BOROONDARA,EDU_LVL_YR_10_13,2013
1,11,6.13,BOROONDARA,EDU_LVL_YR_10_13,2013
1,21,11.7,BOROONDARA,EDU_LVL_YR_10_13,2013
1,20,11.15,BOROONDARA,EDU_LVL_YR_10_13,2013
1,23,11.03,BRIMBANK,EDU_LVL_YR_10_13,2013
1,16,7.68,BRIMBANK,EDU_LVL_YR_10_13,2013
1,16,7.68,BRIMBANK,EDU_LVL_YR_10_13,2013
1,13,6.24,BRIMBANK,EDU_LVL_YR_10_13,2013
1,83,39.82,BRIMBANK,EDU_LVL_YR_10_13,2013
1,49,23.51,BRIMBANK,EDU_LVL_YR_10_13,2013
1,4,10.68,CAMPASPE,EDU_LVL_YR_10_13,2013
1,4,10.68,CAMPASPE,EDU_LVL_YR_10_13,2013
1,3,8.01,CAMPASPE,EDU_LVL_YR_10_13,2013
1,2,5.34,CAMPASPE,EDU_LVL_YR_10_13,2013
1,8,21.35,CAMPASPE,EDU_LVL_YR_10_13,2013
1,10,26.69,CAMPASPE,EDU_LVL_YR_10_13,2013
1,11,10.73,CARDINIA,EDU_LVL_YR_10_13,2013
1,12,11.71,CARDINIA,EDU_LVL_YR_10_13,2013
1,9,8.78,CARDINIA,EDU_LVL_YR_10_13,2013
1,4,3.9,CARDINIA,EDU_LVL_YR_10_13,2013
1,39,38.04,CARDINIA,EDU_LVL_YR_10_13,2013
1,22,21.46,CARDINIA,EDU_LVL_YR_10_13,2013
1,71,21.69,CASEY,EDU_LVL_YR_10_13,2013
1,47,14.36,CASEY,EDU_LVL_YR_10_13,2013
1,20,6.11,CASEY,EDU_LVL_YR_10_13,2013
1,22,6.72,CASEY,EDU_LVL_YR_10_13,2013
1,161,49.18,CASEY,EDU_LVL_YR_10_13,2013
1,79,24.13,CASEY,EDU_LVL_YR_10_13,2013
1,2,15.3,CENTRAL GOLDFIELDS,EDU_LVL_YR_10_13,2013
1,1,7.65,CENTRAL GOLDFIELDS,EDU_LVL_YR_10_13,2013
1,6,45.9,CENTRAL GOLDFIELDS,EDU_LVL_YR_10_13,2013
1,12,91.79,CENTRAL GOLDFIELDS,EDU_LVL_YR_10_13,2013
1,1,13.32,LODDON,EDU_LVL_YR_10_13,2013
1,1,13.32,LODDON,EDU_LVL_YR_10_13,2013
1,4,53.3,LODDON,EDU_LVL_YR_10_13,2013
1,21,13.24,DAREBIN,EDU_LVL_YR_10_13,2013
1,25,15.77,DAREBIN,EDU_LVL_YR_10_13,2013
1,13,8.2,DAREBIN,EDU_LVL_YR_10_13,2013
1,6,3.78,DAREBIN,EDU_LVL_YR_10_13,2013
1,24,15.14,DAREBIN,EDU_LVL_YR_10_13,2013
1,35,22.07,DAREBIN,EDU_LVL_YR_10_13,2013
1,5,10.88,EAST GIPPSLAND,EDU_LVL_YR_10_13,2013
1,7,15.23,EAST GIPPSLAND,EDU_LVL_YR_10_13,2013
1,1,2.18,EAST GIPPSLAND,EDU_LVL_YR_10_13,2013
1,2,4.35,EAST GIPPSLAND,EDU_LVL_YR_10_13,2013
1,22,47.87,EAST GIPPSLAND,EDU_LVL_YR_10_13,2013
1,21,45.69,EAST GIPPSLAND,EDU_LVL_YR_10_13,2013
1,30,21.32,FRANKSTON,EDU_LVL_YR_10_13,2013
1,18,12.79,FRANKSTON,EDU_LVL_YR_10_13,2013
1,8,5.69,FRANKSTON,EDU_LVL_YR_10_13,2013
1,6,4.26,FRANKSTON,EDU_LVL_YR_10_13,2013
1,65,46.19,FRANKSTON,EDU_LVL_YR_10_13,2013
1,39,27.72,FRANKSTON,EDU_LVL_YR_10_13,2013
1,33,13.48,GREATER GEELONG,EDU_LVL_YR_10_13,2013
1,24,9.8,GREATER GEELONG,EDU_LVL_YR_10_13,2013
1,13,5.31,GREATER GEELONG,EDU_LVL_YR_10_13,2013
1,11,4.49,GREATER GEELONG,EDU_LVL_YR_10_13,2013
1,85,34.72,GREATER GEELONG,EDU_LVL_YR_10_13,2013
1,73,29.82,GREATER GEELONG,EDU_LVL_YR_10_13,2013
1,4,3.85,BAYSIDE,EDU_LVL_YR_10_13,2013
1,11,10.57,BAYSIDE,EDU_LVL_YR_10_13,2013
1,4,3.85,BAYSIDE,EDU_LVL_YR_10_13,2013
1,8,7.69,BAYSIDE,EDU_LVL_YR_10_13,2013
1,22,21.15,BAYSIDE,EDU_LVL_YR_10_13,2013
1,19,18.26,BAYSIDE,EDU_LVL_YR_10_13,2013
1,18,11.86,GLEN EIRA,EDU_LVL_YR_10_13,2013
1,19,12.52,GLEN EIRA,EDU_LVL_YR_10_13,2013
1,5,3.29,GLEN EIRA,EDU_LVL_YR_10_13,2013
1,5,3.29,GLEN EIRA,EDU_LVL_YR_10_13,2013
1,17,11.2,GLEN EIRA,EDU_LVL_YR_10_13,2013
1,28,18.45,GLEN EIRA,EDU_LVL_YR_10_13,2013
1,33,20.1,GREATER DANDENONG,EDU_LVL_YR_10_13,2013
1,22,13.4,GREATER DANDENONG,EDU_LVL_YR_10_13,2013
1,11,6.7,GREATER DANDENONG,EDU_LVL_YR_10_13,2013
1,14,8.53,GREATER DANDENONG,EDU_LVL_YR_10_13,2013
1,95,57.87,GREATER DANDENONG,EDU_LVL_YR_10_13,2013
1,59,35.94,GREATER DANDENONG,EDU_LVL_YR_10_13,2013
1,16,24.39,GREATER SHEPPARTON,EDU_LVL_YR_10_13,2013
1,12,18.29,GREATER SHEPPARTON,EDU_LVL_YR_10_13,2013
1,15,22.87,GREATER SHEPPARTON,EDU_LVL_YR_10_13,2013
1,7,10.67,GREATER SHEPPARTON,EDU_LVL_YR_10_13,2013
1,33,50.31,GREATER SHEPPARTON,EDU_LVL_YR_10_13,2013
1,27,41.16,GREATER SHEPPARTON,EDU_LVL_YR_10_13,2013
1,17,17.9,HOBSONS BAY,EDU_LVL_YR_10_13,2013
1,13,13.69,HOBSONS BAY,EDU_LVL_YR_10_13,2013
1,12,12.63,HOBSONS BAY,EDU_LVL_YR_10_13,2013
1,4,4.21,HOBSONS BAY,EDU_LVL_YR_10_13,2013
1,33,34.74,HOBSONS BAY,EDU_LVL_YR_10_13,2013
1,25,26.32,HOBSONS BAY,EDU_LVL_YR_10_13,2013
1,1,17.61,HINDMARSH,EDU_LVL_YR_10_13,2013
1,4,70.46,HINDMARSH,EDU_LVL_YR_10_13,2013
1,2,35.23,HINDMARSH,EDU_LVL_YR_10_13,2013
1,3,52.84,HINDMARSH,EDU_LVL_YR_10_13,2013
1,4,70.46,HINDMARSH,EDU_LVL_YR_10_13,2013
1,9,45.38,HORSHAM,EDU_LVL_YR_10_13,2013
1,3,15.13,HORSHAM,EDU_LVL_YR_10_13,2013
1,3,15.13,HORSHAM,EDU_LVL_YR_10_13,2013
1,2,10.08,HORSHAM,EDU_LVL_YR_10_13,2013
1,10,50.42,HORSHAM,EDU_LVL_YR_10_13,2013
1,8,40.34,HORSHAM,EDU_LVL_YR_10_13,2013
1,1,25.86,WEST WIMMERA,EDU_LVL_YR_10_13,2013
1,1,25.86,WEST WIMMERA,EDU_LVL_YR_10_13,2013
1,1,25.86,WEST WIMMERA,EDU_LVL_YR_10_13,2013
1,2,51.72,WEST WIMMERA,EDU_LVL_YR_10_13,2013
1,3,77.58,WEST WIMMERA,EDU_LVL_YR_10_13,2013
1,58,26.86,HUME,EDU_LVL_YR_10_13,2013
1,25,11.58,HUME,EDU_LVL_YR_10_13,2013
1,21,9.73,HUME,EDU_LVL_YR_10_13,2013
1,24,11.11,HUME,EDU_LVL_YR_10_13,2013
1,126,58.35,HUME,EDU_LVL_YR_10_13,2013
1,84,38.9,HUME,EDU_LVL_YR_10_13,2013
1,15,9.31,KINGSTON,EDU_LVL_YR_10_13,2013
1,17,10.55,KINGSTON,EDU_LVL_YR_10_13,2013
1,2,1.24,KINGSTON,EDU_LVL_YR_10_13,2013
1,11,6.83,KINGSTON,EDU_LVL_YR_10_13,2013
1,34,21.11,KINGSTON,EDU_LVL_YR_10_13,2013
1,33,20.49,KINGSTON,EDU_LVL_YR_10_13,2013
1,15,9.31,KINGSTON,EDU_LVL_YR_10_13,2013
1,17,10.55,KINGSTON,EDU_LVL_YR_10_13,2013
1,2,1.24,KINGSTON,EDU_LVL_YR_10_13,2013
1,11,6.83,KINGSTON,EDU_LVL_YR_10_13,2013
1,34,21.11,KINGSTON,EDU_LVL_YR_10_13,2013
1,33,20.49,KINGSTON,EDU_LVL_YR_10_13,2013
1,17,10.49,KNOX,EDU_LVL_YR_10_13,2013
1,13,8.02,KNOX,EDU_LVL_YR_10_13,2013
1,8,4.93,KNOX,EDU_LVL_YR_10_13,2013
1,8,4.93,KNOX,EDU_LVL_YR_10_13,2013
1,45,27.76,KNOX,EDU_LVL_YR_10_13,2013
1,34,20.97,KNOX,EDU_LVL_YR_10_13,2013
1,65,87.12,LATROBE,EDU_LVL_YR_10_13,2013
1,65,87.12,LATROBE,EDU_LVL_YR_10_13,2013
1,33,44.23,LATROBE,EDU_LVL_YR_10_13,2013
1,33,44.23,LATROBE,EDU_LVL_YR_10_13,2013
1,28,37.53,LATROBE,EDU_LVL_YR_10_13,2013
1,28,37.53,LATROBE,EDU_LVL_YR_10_13,2013
1,14,18.76,LATROBE,EDU_LVL_YR_10_13,2013
1,14,18.76,LATROBE,EDU_LVL_YR_10_13,2013
1,73,97.84,LATROBE,EDU_LVL_YR_10_13,2013
1,73,97.84,LATROBE,EDU_LVL_YR_10_13,2013
1,77,103.2,LATROBE,EDU_LVL_YR_10_13,2013
1,77,103.2,LATROBE,EDU_LVL_YR_10_13,2013
1,4,8.26,MACEDON RANGES,EDU_LVL_YR_10_13,2013
1,2,4.13,MACEDON RANGES,EDU_LVL_YR_10_13,2013
1,4,8.26,MACEDON RANGES,EDU_LVL_YR_10_13,2013
1,3,6.19,MACEDON RANGES,EDU_LVL_YR_10_13,2013
